source_dataset,source_split,source_row_id,included,exclusion_reason,harmonization_rule,original_labels,harmonized_labels,text_snippet
EmoNoBa,Val,10892,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,কি সব নাটক ।শুধু সময় নষ্ট  
EmoNoBa,Val,27281,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,সাবাশ বাঘের বাচ্চা 
EmoNoBa,Val,1576,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,নাটকটার নাম দেওয়া উচিদ কাবিলা হিট্টাল 
EmoNoBa,Val,6046,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ধর্ষণকারীদের জন্য ফাঁসি নয় বরং চিড়িয়াখানা করা উচিত। যাতে করে ভবিষ্যতের শিশুরা
EmoNoBa,Val,24804,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=1,anger=0 disgust=0 fear=1 joy=0 sadness=0 surprise=0,আপনার সামনে একটা ভয়াবহ দূর্যোগ। হিরো সাহেব কেমন যেন মিনিমিনে গলায় বললেন 
EmoNoBa,Val,10691,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,"আপু অনেক সুন্দর হইসে সব কিছু, তোমাকে অনেক সুন্দর লাগতেসে মাশাল্লাহ, 😘😘মামনির জন্"
EmoNoBa,Val,27248,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,খুব ভালো লাগলো গান শুনে। পারভেজ ভাই কে ধন্যবাদ। 
EmoNoBa,Val,23631,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আমি কখন পুরা ব্লগ দেখি না তাবিব ভাই আত রানার জন্য দেখলাম পুরা ভিডিও ধন্যবাদ আফ্র
EmoNoBa,Val,22255,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,মেয়ে বড় হয়েছে বিয়ে দিতে হবে! তুমি কি বলো??” ইভার মা রেগে বললোঃ “হ্যা 
EmoNoBa,Val,11073,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"ডিজে রাহাত ভাই কে অনেক ধন্যাবাদ , এরকম ভালো মানের গান আমাদের উপহার দেয়ার জন্য , "
EmoNoBa,Val,21330,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,গ্রাফিক্স এর কাজ জঘন্য 
EmoNoBa,Val,12477,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,খুবিই ভালো একটি কাজ আপনাকে জন্য অনেক অনেক শুভকামনা রইল 
EmoNoBa,Val,24372,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আপু তোমার ব্লগটা অনেক সুন্দর হয়েছে অনেক ভালো লাগলো আর গিফট টা অনেক সুন্দর তোমার
EmoNoBa,Val,18675,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"সত্যি ভালো ছিল,,,অনুপ্রাণিত, উৎসাহিত হলাম,,,এমন আরও দেখব,,, দেখতে চাই,,,অনেক কিছ"
EmoNoBa,Val,24310,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,সহ্য হবার নয়// 
EmoNoBa,Val,13612,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,বেশি পেচাও তুমি। 
EmoNoBa,Val,10433,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,চুম্মা খাওয়া ভালা চুম্মা খাইলে হার্ট ভালা থাকে 
EmoNoBa,Val,22373,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,নাসিরের গাড়ির দামই আছে ১ কোটি টাকা 
EmoNoBa,Val,2957,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,অসাধারণ আমার মনের মত এই গানটা 
EmoNoBa,Val,18654,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,যাইহোক কাবিলা ভাইয়ের এত দিনের স্বপ্ন ডিরেকশন দেওয়া তা পুরণ হলো🤣 
EmoNoBa,Val,18327,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,সেইখানে দশ জনের চিলির বিপক্ষেও আর্জেন্টিনা ২০-২৫ মিনিটে মিড টা ডমিনেট করতে পারে 
EmoNoBa,Val,14764,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,নাম দিয়া কাম কি 
EmoNoBa,Val,9626,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,ভাই আপনি সৌম্য রে কথায় পাইলেন। 
EmoNoBa,Val,21411,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,টেলিভিশনে বার্সেলোনার হয়ে মেসির প্রথম গোল দেখে আবেগে কেঁদে ফেলার কথাও জানিয়েছে
EmoNoBa,Val,24551,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই অনেক খুশি হলাম.. 
EmoNoBa,Val,18702,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,নরসিংদী তে আসো 
EmoNoBa,Val,19372,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,"আমাদের দেশে ভোট নামে কিছু,, আছে,,আমার মনে হয় নাই,,,ত কিসের জন্য এই রকম ভোটের নাম"
EmoNoBa,Val,19211,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,জানেন এখানে শব্দ করে হাসলে কারও আপত্তি থাকবে না । হাটতে হাটতে এলোমলো ভাবতে ভাল ল
EmoNoBa,Val,16741,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,সবাই দোয়া করবেন 
EmoNoBa,Val,9697,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,টাকা পাইলে হয় এখন কার মেয়ে রা এমনি করে 
EmoNoBa,Val,10251,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,সেই ম্যাচে তিনি কোন বাউন্সার করেননি। যে সন্দেহজনক ডেলিভারি তিনি ম্যাচ কন্ডিশনে ক
EmoNoBa,Val,10192,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,ভালবাসি ভাই আপনাকে ৷ প্রতিটি রোস্টেই ভালবাসা ৷ 
EmoNoBa,Val,26808,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=1,anger=0 disgust=0 fear=1 joy=0 sadness=0 surprise=0,তাই সিজারিয়ান অপারেশান হবে। বাসায় এলাম 
EmoNoBa,Val,23790,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,বাংলা হাইরে দেশ 
EmoNoBa,Val,26690,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"খুব ভালো লাগছে, অসাধারণ বক্তব্য "
EmoNoBa,Val,12604,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,মনের কি প্রয়োজন যা কিছু পাওয়ার ছিলো তাতো পেয়ে ই গেলো। 
EmoNoBa,Val,12953,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এদের এমন শিক্ষা দেওয়া উচিত যাতে বাকী জীবনে সোজা হয়ে হাঁটতে না পারে 
EmoNoBa,Val,15704,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,রানাকে তৈরী করার কারিগর তাবিব ভাই 
EmoNoBa,Val,7457,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ভুয়া নিউজ কেন দেন? 
EmoNoBa,Val,10791,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,কোন কথা হবে না 
EmoNoBa,Val,26404,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই আমিও তো ভিউয়ার আমি কি গিফট পাবো...? 😁 
EmoNoBa,Val,27385,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"নোয়াখালী থেকে কারা আছেন ,,, লাইক দিয়ে বুঝিয়ে দিন নোয়াখালী জিন্দাবাদ "
EmoNoBa,Val,12942,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,আমাদের এই দুর্নীতি থেকে দুনিয়া কে বাঁচাতে হবে।অসহায় দের পাশে দাড়াতে হবে তবেই 
EmoNoBa,Val,13162,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,দুই জন দিয়ে পুরো নাটক শেষ করে দিচ্ছে। 
EmoNoBa,Val,16130,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,নাটকটা বেশ ভালই ছিল। 
EmoNoBa,Val,15521,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,তৌহিদ আফ্রিদি ♥♥♥ 
EmoNoBa,Val,1829,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই কত টাকা পাওয়া যাবে 
EmoNoBa,Val,26337,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ধর্ষকদের সরাসরি ফাঁসির আইন করা উচিত তাহলে এই ধর্ষণ উঠে যাবে আমি মনে করি 
EmoNoBa,Val,15346,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আমাকে একটা ডিবেন 
EmoNoBa,Val,27228,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=1 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=1 surprise=0,"এটার মধ্যে পুলিশ হাত আছে কারণ একদিন পড়ে যাবিন হয়ে যাবে, "
EmoNoBa,Val,18184,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=1,anger=0 disgust=0 fear=1 joy=0 sadness=1 surprise=0,কালো চুল। মুল্য- ৭০০০০ রূপি” আপনি যে শুধু আপনার মেয়ের ছবি শিশু পাচারকারীর কাছে ত
EmoNoBa,Val,23368,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,ঢেউ ভালো লাগে কিন্তু সেটা তোমার আমার চোখে না 
EmoNoBa,Val,15733,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"আরে ভাই ওটা মারা নয়, মজা করছে। ধন্যবাদ কমেন্টস করার জন্য। "
EmoNoBa,Val,12756,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,কোথায় যেন কি বিচ্ছেদ করা হল 
EmoNoBa,Val,12774,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,এবারে একটু কাছে গিয়ে তাকে ধরে রাখলাম। যে যন্ত্রটি এতদিন তার হৃৎস্পন্দন স্পন্দিত 
EmoNoBa,Val,2244,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=1 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=1 surprise=0,শুধু চেয়ে চেয়ে দেখি। কালকে এক নেতা চুরী করেছে 
EmoNoBa,Val,22248,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,আমি নাটক টা দুই বার দেখেছি অনেক ভালো লাগে নিশোর অভিনয় টা অনেক ভালো হয়েছে 
EmoNoBa,Val,20023,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ধরষন এর বিচার আরও কঠিন হওয়া উচিত। কয়েক বছর এর জেল আমাদের টগবগে যুবক ভাইদের গায়েই
EmoNoBa,Val,13696,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই আপনার ভিডিওগুলো অনেক সুন্দর হয় 
EmoNoBa,Val,9063,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ছি ছি ছি ছি ছি ছি ছি ওগুলো মানুষ না শুওরের বাচ্চারা।তাদের থেকে জানোয়ার অনেক ভালো
EmoNoBa,Val,19738,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=1 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=1 surprise=0,আজ জেলে নিচ্ছে কয়েক সপ্তাহ মাস পর ছেড়ে দিবে এটায় বাংলার আইন 
EmoNoBa,Val,12011,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,মেসি এমন পর্যায়ে পৌছেছে তার আর উন্নতি করার জায়গা নেই।কিন্তু আমরা বারবারই ভূল প্র
EmoNoBa,Val,19444,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"ভাই দুইদিন হাসলাম তারপর আইলাম কমেন্ট করতে,কেমনে পারে প্রত্যয় ভাই,,,পুরাই অস্থির "
EmoNoBa,Val,23704,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভালো লাগলো তোমাদের পথ শিশুদের পাশে থাকতে দেখো 
EmoNoBa,Val,10351,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=1 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=1 surprise=0,পুলিশ চাইলে সব পারে কিন্তু করে না 
EmoNoBa,Val,5471,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"এটাই প্রমান করে জাতি হিসেবে আমারা সাহসি,, যার প্রমান আমাদের মহান স্বাধীনতা। "
EmoNoBa,Val,11468,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,মোদির সেক্স পাটনার কি করে বসে বসে 
EmoNoBa,Val,4248,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,হ্যাপি বার্থডে টু ইউ... 
EmoNoBa,Val,12331,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ভাই আমি থাকতে চায় আমার অনুরোধ অনেক কিছু পাওয়া যাবে কিন্তু তার মতো প্রতিভাবান ছ
EmoNoBa,Val,23376,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,রেন্ডিয়া চুটিয়ার জাত 
EmoNoBa,Val,11173,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ফারহান মানেই তো ফান মনা বুঝনা ☺️☺️☺️☺️ 
EmoNoBa,Val,7273,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,সরকার কে ধন্যবাদ দেই আমাদের ভোলার উপলক্ষে 
EmoNoBa,Val,672,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=1 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=1 surprise=0,"এসব অশ্লীল কথার গান, আর বেসুরা শিল্পীর কন্ঠে সুন্দরী মডেল দিয়ে সুড়সুড়ি তৈরি ক"
EmoNoBa,Val,11306,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,আপনার দোয়া টা যেন আল্লাহ পাক কবুল করে 
EmoNoBa,Val,12024,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,চমক ভাই আসলেই একজন লিজেন্ড 
EmoNoBa,Val,14259,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"এক কথায় চমক,,,!!!!!!! "
EmoNoBa,Val,21749,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=1,anger=1 disgust=0 fear=1 joy=0 sadness=0 surprise=0,কত টাকা চুরি করবে।আর যদি চিনা কে দেয় টাকা বিফলে।জাপান পেলে ভালো হবে।চায়না তাদের 
EmoNoBa,Val,1231,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,যখন তুমি আসো তখন ঘুমও আসে না 
EmoNoBa,Val,17949,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ওদের কে ফাঁসি দেওয়া হোক হারামি দের বাচ্চা 🤬🤬🤬 
EmoNoBa,Val,19511,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,"যতই দেখছি,,ততই অবাক হচ্ছি "
EmoNoBa,Val,5280,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,লিটন আর আফিফকে ওপেনিং দিলে ভালো হবে 
EmoNoBa,Val,4886,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,ওকে ফাঁসি চাই 
EmoNoBa,Val,2710,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,"পলাশ থাকবে যে নাটকে,সে নাটক আবার হিট হবে না কি করে,,হাহাহাহা,,, "
EmoNoBa,Val,26745,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,শুধু মাএ পলাস ভাই এর জন্য দেখছি। 
EmoNoBa,Val,3894,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,ব্যাপক ভিউ হয়েছে 
EmoNoBa,Val,22547,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=1 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=0 surprise=1,এইটা কি ছিল 
EmoNoBa,Val,10216,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,কাবিলা ভাইরে তুই এমনি কথা কেমনে পারছ???😂😂 
EmoNoBa,Val,19866,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,অনেক ভালো লাগলো ভাই শুনে 
EmoNoBa,Val,22298,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এক রাতে পুরো নাটক বানালে কলিটি আর এডিট এরকমই হবে 
EmoNoBa,Val,13964,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=1,anger=0 disgust=0 fear=1 joy=0 sadness=0 surprise=0,ভয় লাগতেছে কিন্তু কতক্ষন ধরে বলছি 
EmoNoBa,Val,3400,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=1 Fear=0,anger=0 disgust=0 fear=0 joy=0 sadness=1 surprise=0,এই বিষয়ে কেউ দ্বিমত না এটা তুই ও জানস আর এটা প্রমাণ করার বা এইখানে বলার ও কিছু ন
EmoNoBa,Val,3484,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,কে কে শুনতেছে ২০২০ জানুয়ারি 
EmoNoBa,Val,12033,True,,DIRECT+DISGUST-D,Love=0 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,প্রিয় ভাই ও বোনের প্লিজ মনে একটু মায়া থাকলে আমাদের চ্যানেলে সাবস্ক্রাইব করেন আ
EmoNoBa,Val,2196,True,,DIRECT+DISGUST-D,Love=1 Joy=1 Surprise=0 Anger=0 Sadness=0 Fear=0,anger=0 disgust=0 fear=0 joy=1 sadness=0 surprise=0,২য় বার দেখতেছি 
EmoNoBa,Val,22968,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=1,anger=0 disgust=0 fear=1 joy=0 sadness=0 surprise=0,ভয়ে পেলো মোর জিএফ এর মন। বললাম আমি 
EmoNoBa,Val,19602,False,LOVE-1: Love is the only active native label; excluded after Love excluded from target taxonomy,LOVE-1,Love=1 Joy=0 Surprise=0 Anger=0 Sadness=0 Fear=0,EXCLUDED,"আপনার প্রথম এই একটা কাজ আমার মন কাড়লো, ভালোবাসা ও শুভ কামনা আপনাদের জন্য💞 "
EmoNoBa,Val,15203,True,,DIRECT+DISGUST-D,Love=0 Joy=0 Surprise=0 Anger=1 Sadness=0 Fear=0,anger=1 disgust=0 fear=0 joy=0 sadness=0 surprise=0,হাসান মামুদ দলে নেওয়া হলে ভালো হতো ..মেহেদি কে নিলে .. 
