source_dataset,source_split,source_row_id,text,anger,disgust,fear,joy,sadness,surprise,emonoba_disgust_assumption,f5_eligible,original_love,original_class,original_contempt,original_enjoyment,domain,topic,sample_id,processed_text
UBMEC,NONE,10736,জ্বি ভাই...:p,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10736-41d48dd4,জ্বি ভাই..:
UBMEC,NONE,10737,রাজনৈতিক প্রচারের জন্য এই ছবি ব্যবহারিক হয়েছে।,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10737-f18ba4b2,রাজনৈতিক প্রচারের জন্য এই ছবি ব্যবহারিক হয়েছে।
UBMEC,NONE,10738,বাচ্ছা টিকে তার মা বাবার কাছে ফিরিয়ে দিলে অবশ্যই জানাবেন!!,0,0,1,0,0,0,False,False,,fear,,,,,UBM-10738-f203ce68,বাচ্ছা টিকে তার মা বাবার কাছে ফিরিয়ে দিলে অবশ্যই জানাবেন!!
UBMEC,NONE,10739,কাকা গর্বে মনটা ভরে গেল।তোমাকে অসংখ্য ধন্যবাদ।আল্লা তোমার মঙ্গল করুন।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10739-06479a37,কাকা গর্বে মনটা ভরে গেল।তোমাকে অসংখ্য ধন্যবাদ।আল্লা তোমার মঙ্গল করুন।
UBMEC,NONE,10740,বন্ধু....তোমার তো অনেক ক্ষমতা..... একমত..........!!,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10740-0f7dd200,বন্ধু..তোমার তো অনেক ক্ষমতা.. একমত..!!
UBMEC,NONE,10741,"স্যার আমার পরিবারের সবাই তার জন্য, দোয়াকরি",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10741-9b6c3a45,"স্যার আমার পরিবারের সবাই তার জন্য, দোয়াকরি"
UBMEC,NONE,10742,এই বাচ্চার মা বাবাকে রিমান্ডে নেওয়ার দরকার,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10742-f80b05b2,এই বাচ্চার মা বাবাকে রিমান্ডে নেওয়ার দরকার
UBMEC,NONE,10743,এই নাস্তিক ইমরান সরকার কে জুতা,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10743-45becf33,এই নাস্তিক ইমরান সরকার কে জুতা
UBMEC,NONE,10744,মা বাবার দোয়া অাছে ইনসাল্লা মায়ের ছেলে মায়ের কুলে যাবে,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10744-06c16424,মা বাবার দোয়া আছে ইনসাল্লা মায়ের ছেলে মায়ের কুলে যাবে
UBMEC,NONE,10745,ভাই ' শুভ নববর্ষের শুভেচ্ছা,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10745-b499bb79,ভাই ' শুভ নববর্ষের শুভেচ্ছা
UBMEC,NONE,10746,আললাহ মেহদি জেন ওর মা বাবাকে তারা তাড়ি খুজে পায়,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10746-59f7cfec,আললাহ মেহদি জেন ওর মা বাবাকে তারা তাড়ি খুজে পায়
UBMEC,NONE,10747,শিশুটির মা এতক্ন হয়তো পাগল হয়ে গেচে,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10747-cddc3a1d,শিশুটির মা এতকন হয়তো পাগল হয়ে গেচে
UBMEC,NONE,10748,"নিঃসন্দেহে নামাজ মানুষকে অশ্লীলতা ও মন্দ কাজ থেকে বিরত রাখে ----[সূরা আন-কাবুত, আয়াত-৪৫]",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10748-dfc0ff26,"নিঃসন্দেহে নামাজ মানুষকে অশ্লীলতা ও মন্দ কাজ থেকে বিরত রাখে --[সূরা আন-কাবুত, আয়াত-৪৫]"
UBMEC,NONE,10750,আললা যেন ওকে তার মা বাবার কাছে পৌছে দেন,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10750-137a3167,আললা যেন ওকে তার মা বাবার কাছে পৌছে দেন
UBMEC,NONE,10751,এটা ঠিক নয় ' ভালো মন্দ নিয়েই জিবন,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10751-9d34732d,এটা ঠিক নয় ' ভালো মন্দ নিয়েই জিবন
UBMEC,NONE,10752,মায়ের সনতান মায়ের কোলে ফিরে যাক আললাহর কাছে এটাই কাবব,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10752-b9328745,মায়ের সনতান মায়ের কোলে ফিরে যাক আললাহর কাছে এটাই কাবব
UBMEC,NONE,10753,মেহেদী নামের ৪ বছর বয়সী এই শিশুটিকে কিছুক্ষণ আগে হাতিরঝিলে পাওয়া গেছে। তার বাবার নাম সম্ভবত হাসান। শিশুটির পরিবার খুজে পেতে সকলের সহযোগীতা কাম্য। যোগাযোগঃ পুলিশের গুলশান জোনের ডিসি মোস্তাক আহমেদ অথবা গুলশান থানা,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10753-26e8cb83,মেহেদী নামের ৪ বছর বয়সী এই শিশুটিকে কিছুক্ষণ আগে হাতিরঝিলে পাওয়া গেছে। তার বাবার নাম সম্ভবত হাসান। শিশুটির পরিবার খুজে পেতে সকলের সহযোগীতা কাম্য। যোগাযোগঃ পুলিশের গুলশান জোনের ডিসি মোস্তাক আহমেদ অথবা গুলশান থানা
UBMEC,NONE,10754,বাবা মার কেলাস নেসের জন্য শিশুটি তাদের হারিয়ে ফেলেছে। কোথাও গেলে দিশেহারা হবেন না।আল্লাহ্‌ শিশুটিকে তার মায়ের কাছে পৌঁছে দিন।,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10754-015d977a,বাবা মার কেলাস নেসের জন্য শিশুটি তাদের হারিয়ে ফেলেছে। কোথাও গেলে দিশেহারা হবেন না।আল্লাহ শিশুটিকে তার মায়ের কাছে পৌঁছে দিন।
UBMEC,NONE,10755,"আল্লাহর রহমত ও fb বন্ধুদের শেয়ারে, ডিএমপি র সহযোগিতায় সে বাবা মাকে খুজে পাবেন। কিন্তুু বাবা মা আগামী বৈশাখী আনন্দে মনে রাখবেন তো ???????",0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10755-21d90f1c,"আল্লাহর রহমত ও fb বন্ধুদের শেয়ারে, ডিএমপি র সহযোগিতায় সে বাবা মাকে খুজে পাবেন। কিন্তু বাবা মা আগামী বৈশাখী আনন্দে মনে রাখবেন তো ??"
UBMEC,NONE,10756,ভাই আমার মনে হচ্ছে সরকারি কোন কর্মকর্তা কে দেখা যাচ্ছে শিশু টি কে কোলে তুলে নিয়ে ছেন ওনি চেষ্টা করলে হতে পারে যে কোন টিভচ্যানেলে প্রচার করলে ছবি সহ শিশু টির পরিবার কে চিনেন এই রুকুম কারো নজরে আসে তাহা হলে শিশু টিপ তাড়াতাড়ি তার মা ও বাবার কোলে পৌঁছে যাবে,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10756-95cdd6d2,ভাই আমার মনে হচ্ছে সরকারি কোন কর্মকর্তা কে দেখা যাচ্ছে শিশু টি কে কোলে তুলে নিয়ে ছেন ওনি চেষ্টা করলে হতে পারে যে কোন টিভচ্যানেলে প্রচার করলে ছবি সহ শিশু টির পরিবার কে চিনেন এই রুকুম কারো নজরে আসে তাহা হলে শিশু টিপ তাড়াতাড়ি তার মা ও বাবার কোলে পৌঁছে যাবে
UBMEC,NONE,10757,"ভাই, কন্ডম ছাড়া কাজের সুচনাটা কিন্তু ৭১ এর রাজাকারদের দিয়েই শুরু হয়েছিল.... মুখে দাড়ী, গায়ে ইসলামী পোষাক পরে আপনি যে ভাষা ব্যাবহার করলেন, তাতে আর যাই হোক -আপনাকে আল্লাহ ভিরু বলা যায় না...। আল্লাহ আপনাকে, আমাকে, আমাদের সকল কে ঈমানের পথে রাখুন...আমিন...",1,0,0,0,0,0,False,False,,anger,,,,,UBM-10757-9b7f306c,"ভাই, কন্ডম ছাড়া কাজের সুচনাটা কিন্তু ৭১ এর রাজাকারদের দিয়েই শুরু হয়েছিল.. মুখে দাড়ী, গায়ে ইসলামী পোষাক পরে আপনি যে ভাষা ব্যাবহার করলেন, তাতে আর যাই হোক -আপনাকে আল্লাহ ভিরু বলা যায় না..। আল্লাহ আপনাকে, আমাকে, আমাদের সকল কে ঈমানের পথে রাখুন..আমিন.."
UBMEC,NONE,10758,"ওর মা হয়ত বৈশাখী মেলায় গিয়ে তোমার মত কোন কন্ডম এইচ,সরকারের ললসার শিকার হয়েছে কিনা খুজ নিয়ে দেখ।",0,1,0,0,0,0,False,False,,disgust,,,,,UBM-10758-eb71d455,"ওর মা হয়ত বৈশাখী মেলায় গিয়ে তোমার মত কোন কন্ডম এইচ,সরকারের ললসার শিকার হয়েছে কিনা খুজ নিয়ে দেখ।"
UBMEC,NONE,10759,"তারিক বন্ধু বাচ্চাটি কি তুই পাইছিস, তাহলে তোকে ধন্যবাদ, দোয়া করি যেন বাবুটিকে তার বাবা-মা খুব তারাতারি পেয়ে যায়।",0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10759-8c2c00a4,"তারিক বন্ধু বাচ্চাটি কি তুই পাইছিস, তাহলে তোকে ধন্যবাদ, দোয়া করি যেন বাবুটিকে তার বাবা-মা খুব তারাতারি পেয়ে যায়।"
UBMEC,NONE,10760,মেলাতে গিয়ে সন্তান পর্যন্ত হারিয়ে ফেলছে। হায়রে নোংরামির উৎসব!!,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10760-d29f0452,মেলাতে গিয়ে সন্তান পর্যন্ত হারিয়ে ফেলছে। হায়রে নোংরামির উৎসব!!
UBMEC,NONE,10761,কেয়ামতে সর্ব প্রথম হিসাব হবে নামাজের হিসাব হবে। আল্লাহ আমাদের নামাজকে কবুল করুক - আমিন,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10761-5da2e1d4,কেয়ামতে সর্ব প্রথম হিসাব হবে নামাজের হিসাব হবে। আল্লাহ আমাদের নামাজকে কবুল করুক - আমিন
UBMEC,NONE,10762,ভায়ো তার বাবা মার কাছে ফিরে যাওয়ার পর অবশ্যই যানাবেন আমরা অপেক্ষায় আছি।,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10762-87b5b807,ভায়ো তার বাবা মার কাছে ফিরে যাওয়ার পর অবশ্যই যানাবেন আমরা অপেক্ষায় আছি।
UBMEC,NONE,10764,পুলিশ ভাইদের ধন্যবাদ মেহেদীকে খুজে বের করার জন্য।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10764-0bb83562,পুলিশ ভাইদের ধন্যবাদ মেহেদীকে খুজে বের করার জন্য।
UBMEC,NONE,10765,ছেলে টি ওর মা বাবার হাতে তোলেদেন ভাল হবে। ধন্যবাদ,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10765-ca1f339d,ছেলে টি ওর মা বাবার হাতে তোলেদেন ভাল হবে। ধন্যবাদ
UBMEC,NONE,10766,সন্তান জেনো মাকে ফিরে পায়,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10766-8cba8761,সন্তান জেনো মাকে ফিরে পায়
UBMEC,NONE,10768,মহান কাজ ভাই; বেঁচে থাকুন।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10768-5cb49b16,মহান কাজ ভাই; বেঁচে থাকুন।
UBMEC,NONE,10769,যদি কেউ ছেলেকে নিতে চায় ?? কি করতে হবে,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10769-71e55e0e,যদি কেউ ছেলেকে নিতে চায় ?? কি করতে হবে
UBMEC,NONE,10770,খুব সুন্দর কথা বলেছেন কিন্তু কোনো উদ্দেশ্য আছে নাকি আবার,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10770-95c8eea8,খুব সুন্দর কথা বলেছেন কিন্তু কোনো উদ্দেশ্য আছে নাকি আবার
UBMEC,NONE,10771,মামু এতদিনে লাইনে আইছে মনে হয়?,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10771-f4ee4133,মামু এতদিনে লাইনে আইছে মনে হয়?
UBMEC,NONE,10772,বলার জন্য তো অনেকেই ওস্তাদ মানার জন্য ......,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10772-a139b73f,বলার জন্য তো অনেকেই ওস্তাদ মানার জন্য ..
UBMEC,NONE,10773,পৃথিবী যতদিন আছে ধর্ম টিকে থাকবে সব ধর্মই কারণ মানুষের অদৃশ্য শক্তির প্রতি ব্শ্বিাস আচে কিন্তু কিন্তু ধর্ম নিয়ে যারা রাজনীতি করে তারা টিকে থাকবে না ।,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10773-2a30e722,পৃথিবী যতদিন আছে ধর্ম টিকে থাকবে সব ধর্মই কারণ মানুষের অদৃশ্য শক্তির প্রতি বশ্বিস আচে কিন্তু কিন্তু ধর্ম নিয়ে যারা রাজনীতি করে তারা টিকে থাকবে না ।
UBMEC,NONE,10774,সময়ের সাথে সাথে পৃথিবী পরিবর্তন হচ্ছে সুতরাং মুক্ত চিন্তা ঠেকানো সম্ভব না।এটা আস্তে আস্তে পরিবর্তন হতে বাধ্য।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10774-f9ed113d,সময়ের সাথে সাথে পৃথিবী পরিবর্তন হচ্ছে সুতরাং মুক্ত চিন্তা ঠেকানো সম্ভব না।এটা আস্তে আস্তে পরিবর্তন হতে বাধ্য।
UBMEC,NONE,10775,"রাইট ভাই,একদম খাঁটি কথা।",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10775-8ac744a9,"রাইট ভাই,একদম খাঁটি কথা।"
UBMEC,NONE,10776,আর নাস্তিকরা যখন বিদ্বেষী উস্কানি দিচ্ছে? :),1,0,0,0,0,0,False,False,,anger,,,,,UBM-10776-e57f382b,আর নাস্তিকরা যখন বিদ্বেষী উস্কানি দিচ্ছে? :)
UBMEC,NONE,10777,"ধন্যবাদ মিঃ ইমরান সরকার। সত্য,উপলব্দি করার জন্য।। আমিতোমার কট্টর সমালোচক হওয়া সত্বেও।",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10777-926abf55,"ধন্যবাদ মিঃ ইমরান সরকার। সত্য,উপলব্দি করার জন্য।। আমিতোমার কট্টর সমালোচক হওয়া সত্বেও।"
UBMEC,NONE,10778,নির্ভয়ে সত্যটা বলার জন্য ধন্যবাদ,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10778-ef01b55f,নির্ভয়ে সত্যটা বলার জন্য ধন্যবাদ
UBMEC,NONE,10779,হা ভাই ঠিক বলেছেন । আমরা মুক্ত চিন্তর সংঙ্গা যান্তে চাই,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10779-6808575d,হা ভাই ঠিক বলেছেন । আমরা মুক্ত চিন্তর সংঙ্গা যান্তে চাই
UBMEC,NONE,10780,"অভিনন্দন মুক্তচিন্তার সংজ্ঞা দেওয়ার জন্য। এগিয়ে যান- দেশের বিরুদ্ধে ষড়যন্ত্রকারীদের প্রতিহত করার আন্দোলনে, সাথেই থাকবো ইনশাআল্লাহ্",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10780-acb0285d,"অভিনন্দন মুক্তচিন্তার সংজ্ঞা দেওয়ার জন্য। এগিয়ে যান- দেশের বিরুদ্ধে ষড়যন্ত্রকারীদের প্রতিহত করার আন্দোলনে, সাথেই থাকবো ইনশাআল্লাহ"
UBMEC,NONE,10781,ভূতের মুখে রাম নাম !!!!!!!!!!!!!!!!!! তবে হ্যা ঐ ওদের সাইজ করা জরুরী...................................,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10781-1e373ef0,ভূতের মুখে রাম নাম !! তবে হ্যা ঐ ওদের সাইজ করা জরুরী..
UBMEC,NONE,10782,সংখ্যাধ্যিকের ঠেলায় ভালো ভালো বয়ান বেরিয়ে আসতে বাধ্য হয়!,0,0,1,0,0,0,False,False,,fear,,,,,UBM-10782-13fbe3c4,সংখ্যাধ্যিকের ঠেলায় ভালো ভালো বয়ান বেরিয়ে আসতে বাধ্য হয়!
UBMEC,NONE,10783,বাহ তাহলে এতদিন পরে হলেও বুঝলেন।,0,1,0,0,0,0,False,False,,disgust,,,,,UBM-10783-dbd4a4f2,বাহ তাহলে এতদিন পরে হলেও বুঝলেন।
UBMEC,NONE,10784,"মামু, বাশ খাওয়ার ঠিক পর হইসস, নিজে বাচার জন্য,, গুড,,,,,,",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10784-1921275f,"মামু, বাশ খাওয়ার ঠিক পর হইসস, নিজে বাচার জন্য,, গুড,,"
UBMEC,NONE,10785,ভুতের মুখে রাম নাম!।,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10785-4c7fbe07,ভুতের মুখে রাম নাম!।
UBMEC,NONE,10786,সব মুক্তচিন্তা ইসলামের বিরুদ্ধে হচ্ছে ।,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10786-f796e2b0,সব মুক্তচিন্তা ইসলামের বিরুদ্ধে হচ্ছে ।
UBMEC,NONE,10787,অথচ তুমি তাদের পক্ষেই থাকো।কলম চলবে বলো।হা হা হা।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10787-8a677526,অথচ তুমি তাদের পক্ষেই থাকো।কলম চলবে বলো।হা হা হা।
UBMEC,NONE,10788,ছলনা ছাড়া অার কি্ছু নয়,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10788-33d612ac,ছলনা ছাড়া আর কিছু নয়
UBMEC,NONE,10789,লেখা'তো ভালই লিখছস কিন্তু তোর চেয়ে বড় কাছরা চিন্তা ভাবনার মানুষ সারা বাংলায় একটাও পাবিনা।,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10789-a20fe478,লেখা'তো ভালই লিখছস কিন্তু তোর চেয়ে বড় কাছরা চিন্তা ভাবনার মানুষ সারা বাংলায় একটাও পাবিনা।
UBMEC,NONE,10790,"এতদিন পরে বুঝতে পারার জন্য, আপনাকে ধন্যবাদ",0,0,0,1,0,0,False,False,,joy,,,,,UBM-10790-26458a1e,"এতদিন পরে বুঝতে পারার জন্য, আপনাকে ধন্যবাদ"
UBMEC,NONE,10791,ভন্ডামি করে আরকি,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10791-bcfe2fce,ভন্ডামি করে আরকি
UBMEC,NONE,10792,খুব ভালো বলছেন ইমরান ভাই।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10792-b41612b0,খুব ভালো বলছেন ইমরান ভাই।
UBMEC,NONE,10793,ধন্যবাদ ইমরান ভাই.....,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10793-0bef55cd,ধন্যবাদ ইমরান ভাই..
UBMEC,NONE,10794,শুভ বুদ্ধির উদয় হয়েছে।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10794-61bac875,শুভ বুদ্ধির উদয় হয়েছে।
UBMEC,NONE,10795,তাহলে নিলাদ্রি নিলয়কে মুক্তচিন্তার অধিকারি কিভাবে বলেন?,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10795-0e8e62be,তাহলে নিলাদ্রি নিলয়কে মুক্তচিন্তার অধিকারি কিভাবে বলেন?
UBMEC,NONE,10796,উল্টো রথের যাত্রী ইমরান এইচ সরকার বাঁশি তো আগের মতো বাজেনা,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10796-5fae2632,উল্টো রথের যাত্রী ইমরান এইচ সরকার বাঁশি তো আগের মতো বাজেনা
UBMEC,NONE,10797,আপনার কথাটা ভাল লাগলো #ইমরান_ভাই :),0,0,0,1,0,0,False,False,,joy,,,,,UBM-10797-08cca396,আপনার কথাটা ভাল লাগলো ইমরানভাই :)
UBMEC,NONE,10798,"এই নিরীহ সংখ্যালঘু গোবেচারা হিন্দুদের জন্য কিছু বলো,,,, !",0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10798-05e18248,"এই নিরীহ সংখ্যালঘু গোবেচারা হিন্দুদের জন্য কিছু বলো,, !"
UBMEC,NONE,10799,আপনার আসিফ মহিউদ্দীনকে সামলান সে দেশের জন্য একটা গন্ডগুল বাজাবে।,0,0,1,0,0,0,False,False,,fear,,,,,UBM-10799-aa9e81dd,আপনার আসিফ মহিউদ্দীনকে সামলান সে দেশের জন্য একটা গন্ডগুল বাজাবে।
UBMEC,NONE,10800,তাহলে অভিজিৎ কি করে মুক্তমনা হল? সেত ইসলাম ধর্ম নিয়ে খুব বাজে মন্ত্যব করত।,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10800-68a5bf69,তাহলে অভিজিৎ কি করে মুক্তমনা হল? সেত ইসলাম ধর্ম নিয়ে খুব বাজে মন্ত্যব করত।
UBMEC,NONE,10801,"আপনার প্রতি আমার বিশ্বাস হচ্ছে না, ঠাকুর ঘরে কে রে আমি তো কলা খাইনি।",0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10801-d23c271f,"আপনার প্রতি আমার বিশ্বাস হচ্ছে না, ঠাকুর ঘরে কে রে আমি তো কলা খাইনি।"
UBMEC,NONE,10802,যারা কোন গুষ্টির দেশবিরোধি এজেন্ডা বাস্তবায়নে সহযোগীতা করাও ভাল মানুষের কাজ হতে পারেনা,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10802-f01d66b4,যারা কোন গুষ্টির দেশবিরোধি এজেন্ডা বাস্তবায়নে সহযোগীতা করাও ভাল মানুষের কাজ হতে পারেনা
UBMEC,NONE,10803,"তাই বলে কি আমি জঙ্গিবাদ, ধর্মীয় কুসংস্কার এর বিরুদ্ধে বলতে পারবোনা",0,0,1,0,0,0,False,False,,fear,,,,,UBM-10803-10992dfe,"তাই বলে কি আমি জঙ্গিবাদ, ধর্মীয় কুসংস্কার এর বিরুদ্ধে বলতে পারবোনা"
UBMEC,NONE,10804,"স্বীকার করছেন যে, জনগোষ্ঠি বৃহত্‍ হলেও বিশৃংখল হয়?",0,0,1,0,0,0,False,False,,fear,,,,,UBM-10804-1682a7f1,"স্বীকার করছেন যে, জনগোষ্ঠি বৃহত হলেও বিশৃংখল হয়?"
UBMEC,NONE,10805,"ছল নাই কুত্তার বাগার না, লক্ষি মার পুটকি উদাম। শালা বাইচুদের মুখে কি কথা",1,0,0,0,0,0,False,False,,anger,,,,,UBM-10805-8eb5574e,"ছল নাই কুত্তার বাগার না, লক্ষি মার পুটকি উদাম। শালা বাইচুদের মুখে কি কথা"
UBMEC,NONE,10806,কাওকে কটাক্ষ বিদ্বেষ করা কোন সভ্যতা নয় মানুষ মাত্রই ভুল করেন,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10806-8db7544b,কাওকে কটাক্ষ বিদ্বেষ করা কোন সভ্যতা নয় মানুষ মাত্রই ভুল করেন
UBMEC,NONE,10807,"এতো দিন পরে বুঝতে পারলেন, কারণ কি, নাস্তিক",1,0,0,0,0,0,False,False,,anger,,,,,UBM-10807-2c57ae68,"এতো দিন পরে বুঝতে পারলেন, কারণ কি, নাস্তিক"
UBMEC,NONE,10808,তাদের সাথে গলা মিলিয়ে আন্দোলন করলেন কিভাবে?,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10808-0ac88ca7,তাদের সাথে গলা মিলিয়ে আন্দোলন করলেন কিভাবে?
UBMEC,NONE,10809,মুক্তচিন্তা মানে কি বুঝলাম না?একটু বুঝাইয়া দিবেন কি?,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10809-2c7c2398,মুক্তচিন্তা মানে কি বুঝলাম না?একটু বুঝাইয়া দিবেন কি?
UBMEC,NONE,10810,ভারত হারছে হালা ইসটেটাস দেয় না।।।।।হালা।।।ভারেতর দালাল,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10810-80fb790b,ভারত হারছে হালা ইসটেটাস দেয় না।।হালা।।ভারেতর দালাল
UBMEC,NONE,10811,"যথার্থ, তবে কোন হীন উদ্দেশ্য নেইতো?",0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10811-e2e54482,"যথার্থ, তবে কোন হীন উদ্দেশ্য নেইতো?"
UBMEC,NONE,10812,আপনার আদর্শ একজন প্রকৃত মানুষের মনুষ্যত্ব এর পরিচায়ক ।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10812-fea31acb,আপনার আদর্শ একজন প্রকৃত মানুষের মনুষ্যত্ব এর পরিচায়ক ।
UBMEC,NONE,10813,#তাহলে অভিজিৎ এর পক্ষ নিছেন কেন....???,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10813-47ed890a,তাহলে অভিজিৎ এর পক্ষ নিছেন কেন..??
UBMEC,NONE,10815,ইমরান ভাই তর কি যে হবে । আললাহ ভাল যানে,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10815-bf0df052,ইমরান ভাই তর কি যে হবে । আললাহ ভাল যানে
UBMEC,NONE,10816,আর একটা ও মেয়ে যেন লাঞ্ছিত না হয়।সে যেই হক।এটা যেন সবার প্রতিবাদ হয়।,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10816-04f30c3b,আর একটা ও মেয়ে যেন লাঞ্ছিত না হয়।সে যেই হক।এটা যেন সবার প্রতিবাদ হয়।
UBMEC,NONE,10817,এই কথা গুলো বাংলার মানুষ বা সরকার বুজেনা,0,1,0,0,0,0,False,False,,disgust,,,,,UBM-10817-281cdee3,এই কথা গুলো বাংলার মানুষ বা সরকার বুজেনা
UBMEC,NONE,10818,আপনার মধ্যে অনেক পরিবর্তন আসছে। ধন্যবাদ।,0,0,0,1,0,0,False,False,,joy,,,,,UBM-10818-f54c9d3b,আপনার মধ্যে অনেক পরিবর্তন আসছে। ধন্যবাদ।
UBMEC,NONE,10819,কিরে তুই কি দার্শনিক হয়ে গিছিস,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10819-00e14013,কিরে তুই কি দার্শনিক হয়ে গিছিস
UBMEC,NONE,10820,আজ থেকে ঐ সকল মুক্তমনাদের নতুন নাম দিলাম (কুত্তামনা).......,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10820-ccb08f7b,আজ থেকে ঐ সকল মুক্তমনাদের নতুন নাম দিলাম (কুত্তামনা)..
UBMEC,NONE,10821,তুই নাস্তিক সালা তোর এক দিন পাসি হবে,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10821-18a747b7,তুই নাস্তিক সালা তোর এক দিন পাসি হবে
UBMEC,NONE,10822,কিন্তু আপনার অনেক লেখায় এগুলোর বিপরীত দেখা যায়!!!,0,0,1,0,0,0,False,False,,fear,,,,,UBM-10822-c84bdd0d,কিন্তু আপনার অনেক লেখায় এগুলোর বিপরীত দেখা যায়!!
UBMEC,NONE,10823,এতদিন পর তাহলে লাইনে আসলেন।আসলে মাইরের নাম বাবাজি।,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10823-a4d761b7,এতদিন পর তাহলে লাইনে আসলেন।আসলে মাইরের নাম বাবাজি।
UBMEC,NONE,10824,মাইরের ভয়ে বোল পাল্টাইছস জানোয়ার।,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10824-22821c4c,মাইরের ভয়ে বোল পাল্টাইছস জানোয়ার।
UBMEC,NONE,10825,নাস্তিক্য চেতনা কি হল?,1,0,0,0,0,0,False,False,,anger,,,,,UBM-10825-184a0791,নাস্তিক্য চেতনা কি হল?
UBMEC,NONE,10826,তোমার মরন ঘনিয়ে এসেছে,0,0,0,0,1,0,False,False,,sadness,,,,,UBM-10826-2d641b98,তোমার মরন ঘনিয়ে এসেছে
UBMEC,NONE,10827,মুক্ত চিন্তার চর্চা শুধু তারাই করার অধিকার রাখে যারা অন্যের অধিকার সম্পর্কে সচেতন।,0,0,0,0,0,1,False,False,,surprise,,,,,UBM-10827-098fb8f2,মুক্ত চিন্তার চর্চা শুধু তারাই করার অধিকার রাখে যারা অন্যের অধিকার সম্পর্কে সচেতন।
