,comment,anger,contempt,disgust,enjoyment,fear,sadness,surprise
21108,সাধারণ যাত্রীর উপরে কি জুলুম করা হচ্ছে যদি এরকম হত আপনি বিমানে যাবেন টিকিট কাটা লাগবে না বিমানে উঠে ভাড়া দিবেণ আর ভাড়া যা তা থেকে তিন থেকে পাঁচ গুণ বেশি নেয়া হল তাহলে আপনার কাছে কেমন লাগবে ঠিক পরিবহন সেক্টরে এখন তাই হচ্ছে সরকারি নিয়মে ভাড়া যা তা থেকে তিন থেকে পাঁচ গুণ বেশি নেয়া হচ্ছে আর সবচেয়ে দুঃখজনক হলেও সত্য এদের বিরুদ্ধে কোন জায়গায় যে কমপ্লেন করবেন তারও কোন ব্যবস্থা নাই তাই আমি বলবো অবিলম্বে কাউন্টার সার্ভিস চালু করুন ঠিক গুলশান বনানী হাতির ঝিলের মতো এই সুস্থ সিস্টেমটি মরহুম আনিসুল হক সাহেব করে গেছেন কোন ভাবেই ড্রাইভারকে কন্টাকে গাড়ি দেওয়া যাবে না এবং কোনভাবেই যেন গাড়িতে ভাড়া কাটতে না পারে সেদিকে লক্ষ রাখতে হবে,1,0,0,0,0,0,0
21109,"সড়ক দুর্ঘটনা কেন?

অনেকে বলেন বিচারহীনতার কারনে সড়ক দুর্ঘটনা। আমি মানি না। বিচারহীনতা দুর্ঘটনার ছো্ট্ট অংশ মাত্র। বিচার যতই কঠিন হোক না কেন সড়ক দুর্ঘটনা থাকবেই? মাত্র বছর খানেক আগেও এত দুর্ঘটনা হোত না। বিশেষ করে ঢাকা শহরে ছিটে ফোঁটা হলেও সেটা এখনকার মত মহামারি ছিল না। এখন কেন?

কারন মটর শ্রমিকদের উপর সরকারকে উপেক্ষা করে মাদক সেবন এবং মালিক ও চাদাঁবাজদের চাপিয়ে দেয়া টাকার খর্গ। এক দিকে মালিকরা প্রতিদিন মোটা অংকের টাকা জমা নেয়া অন্যদিকে চাঁদাবাজরা বিভিন্ন খাতে মোটা অংকের চাঁদা আদায় করে । এ সব মেটাতে গিয়ে শ্রমিকদের ভোর ৫ টা থেকে রাত ১২ টা পর্যন্ত বিরামহীন অমানবিক খাটুনী খাটতে হয় এবং কার আগে কে যাত্রী ধরবে তার প্রতিযোগিতা ও প্রবনতাও বেড়ে যায়। তার উপর ওয়ে বিল ও সিটিং সার্ভিসে শুভংকরের ফাঁকি আছে যার মাধ্যমে শ্রমিকদের বাড়তি কামাই আসে। সহজ কথায় বলতে গেলে আপনি সদর ঘাট থেকে উত্তরা যাবেন ভাড়া ৪০ টাকা। আপনি মহাখালী নামলেও চল্লিশ টাকা দিতে হবে আবার ওখান থেকে ঐ সিট খালি যায় না অন্য একজন তুলে নেয় যাকেও ৪০ টাকা বা ৩০ টাকা দিতে হয়। একই গন্তব্যে অতিরিক্ত কামাই (৪০+৩০)৭০ - ৪০ ৩০ টাকা। তার উপর ঐ সিটিং গাড়ীগুলো লোকালের মতই লোক তোলে যাদের ভাড়াও সিটিং এর মত একই। এই ফাঁকি আছে বলে মালিকরা অতিরিক্ত জমা নেয় এবং চাঁদাখোররাও অতিরিক্ত আদায় করে। যার ফলে শ্রমিকরা নিরুপায় হয়ে এক দিকে অতিরিক্ত রোজগারের আনন্দ অন্যদিকে মালিক ও চাদাঁখোরদের চাপে এবং মাদকের টাকা যোগাতে তারা বেপরোয়া হয়ে যায়। যার মাশুল গুনতে হয় যাত্রীদের পকেট থেকে এবং পথচারীদের রক্ত থেকে। যারা বলেন বিচারহীনতার কারনে সড়ক দুর্ঘটনা হয় তারা এসি গাড়ীতে চলে। মুল রহস্য জানে না বা জানলেও স্বীকার করে না করে বিভ্রান্ত পথ দেখায়। কারন একদিকে তারা চাদাঁর ভাগ পায় অন্যদিকে সে নিজে বা তার আত্মীয় স্বজন পরিবহনের মালিক বলে। আর তারাই শ্রমিকদের মাঝে সুকৌশলে মাদক ছড়িয়ে দেয়।

তাই আমি মনে করি মাদক, ওয়েবিল ও সিটিং নামক সরকার অঘোষিত পদ্ধতির পরিবর্তন না হলে সড়কে মরক পড়তেই থাকবে। আর এই পদ্ধতি চালু থাকলে যাত্রীদের পকেট কাটা ও হয়রানী এবং দুর্ঘটনার দায়ভার সরকার ও মালিকদের ঘাড়ে বর্তায়। শ্রমিকদের নয়।

বলতেই হয় এই ওয়েবিল ও সিটিং সার্ভিস নামক সরকার অনঅনুমোদিত পদ্ধতির কারনে জনগনে সড়কে ভোগান্তি পোহায়।
সরকারের উচিত এই পদ্ধতি পরিবর্তনে কঠোর হওয়া।

রুহুল আমিন।
০২ঃ০৮ঃ২০১৮
সকাল ০৯ঃ০০
ঢাকা।",1,0,0,0,0,1,0
21111,"সকল দলে বর্তমানে রাজনীতি হচ্ছে মিথ্যা হুংকার দিয়ে সত্যের পরাজয় ঘটানো । দেশে রাজনৈতিক নেতার বড়ো'ই অভাব ।
ট্রাফিক ও পুলিশ যেখানে ব্যার্থ , সেখান থেকে সবাই মিলে শুরু করি ।
তোমরা তরুণ প্রজন্ম এবং তোমরা ছাত্র , আগামী দিন তোমরা'ই রাষ্ট্রের হাল ধরবে - তাই তোমাদের প্রতি আকাঙ্খা, এই আন্দোলন হতে হবে শান্তিপূর্ণ শালীন , যেন কোন ধ্বংস যজ্ঞ না হয় এবং প্রত্যেক ব্যানার, পোষ্টার কিংবা লিফলেট লেখায় অশ্লীলতার কালিমা না থাকে । তবে'ই সমগ্র বাংলাদেশ তোমাদের সাথে থাকবে এবং সফলতা নিয়ে ঘরে ফিরবে ।
হাতুড়ি , চাপাতি কিংবা বুলেট তোমাদের রুখতে পারবে না ।",1,0,0,0,0,0,0
21112,"মাননীয় প্রধানমন্ত্রী,
আপনার জীবদ্দশায় কখনো দেখেছেন বাস, প্রাইভেট কার, অটোরিক্সা লেন মেনে চলছে?
তবে এবার দেখুন।

যখন পুলিশরা সার্জেন্টরা চোখে সানগ্লাস পরে হেলমেট ছাড়া বাইক চালায়, তাদের নামে কখনো ট্রাফিক আইনে মামলা হতে দেখেছেন?
এবার তবে দেখুন।

আপনার মন্ত্রীসভার কারো গাড়ি যখন রঙ সাইড ধরে চলে, কখনো শুনেছেন তারা কারো কথায় গাড়ি ঘুরিয়ে নিয়েছে?
এবার শুনুন তবে।

চোখ থেকে টিনের চশমাটা খোলার সময় হয়েছে। বাচ্চাদের কাছ থেকেও শেখার সময় হয়েছে।",1,1,0,0,0,0,0
21113,"পনের বছরের শিক্ষার্থীরা বাণিজ্য মন্ত্রীকে বললেন ""স্যার, আইন সবার জন্যই সমান, আপনি উল্টাপথে যেতে পারেন না""

বাণিজ্যমন্ত্রী তোফায়েল আহমেদ থতমত খেয়ে বললেন ""আমি তো তোমাদের সাথে কথা বলার জন্য আসছি এখানে""

অতঃপর মন্ত্রীর প্রাইভেটে কারটা ঘুরিয়ে সোজা পথে ছেড়ে দিলো,

হঠাৎ করেই এক পুলিশ বাইক নিয়ে এসে পড়লো শিক্ষার্থীদের মাঝে, শিক্ষার্থীরা জানতে চাইলো লাইসেন্স আছে কি না,

পুলিশ বেচারা হতভম্ব হয়ে উত্তর দিলো ""নাই""

শিক্ষার্থীরা বললো ""আমরা ফোনে ভিডিও করবো, আপনি বলবেন ভুল করেছেন""

বেচারা পুলিশকে হেনস্তা করেই ছাড়লো,

উত্তরাতে আর্মড পুলিশ ব্যাটালিয়নের গাড়ি আটকে দিয়েছে ড্রাইভারের লাইসেন্স না থাকায়, বেচারা র্যাব গুলোরও হেটে হেটে যেতে হয়েছে,

রাস্তায় দাড়িয়ে থাকা বাসের যাত্রীদেরকে জিজ্ঞেস করা হলো ""আপনাদের ড্রাইভার কই? বাস রেখে কই গেছে?""

যাত্রীরা উত্তর দিলো ""ড্রাইভার লাইসেন্স আনতে গেছে""

সারা ঢাকা শহরে শিক্ষার্থীদের রাজত্ব ছিলো,অফিসে বেশিরভাগই হেটে বা রিকশায় গিয়েছে, হাজারো মানুষ জ্যামে বসে ছিলো,কিন্তু তবুও কারো মনে খেদ ছিলো না,

গত কয়েক দশক পরিবহনের অত্যাচারে অতিষ্ঠ হয়ে মানুষের মনে যে আগ্নেয়গিরির জন্ম দিয়েছে সেখানে এখন আগুনের জন্ম নিয়েছে,

উপরের কাজ গুলো করার জন্যই ঢাকা শহরে হাজার পঞ্চাশেক পুলিশকে জনগণের ট্যাক্সে বেতন দেয়া হচ্ছে, কিন্তু তারা তাদের দায়িত্ব পালন না করায় সাধারণ মানুষরা দায়িত্ব নিতে বাধ্য হয়েছে,

যে শিক্ষার্থীদের এখন ক্লাস রুমে থাকার কথা তারা এখন হাতে লাঠি নিয়ে বাস ভাঙতে বাধ্য হচ্ছে,

আইনশৃঙ্খলা রক্ষাকারী বাহিনী যদি তাদের দায়িত্ব পালন করতো তবে শিক্ষার্থীদের এভাবে লাইসেন্স চেক করা লাগতো না,

মন্ত্রীরা যদি দাঁত না কেলিয়ে পর্যাপ্ত ব্যবস্থা নিতো তবে এই সিচুয়েশন তৈরী হতো না,

আমি শিওর, আজকে শিক্ষার্থীরা যদি এভাবে রাস্তায় না নামতো তবে কোন অপরাধীই গ্রেফতার হতো না, যোগাযোগ মন্ত্রীও নাকানিচুবানি খেয়ে বলতেন না আমরা আইন করতেছি,

ঠ্যালার নাম বাবাজি,

এভাবে ইভ টিজিং, ধর্ষণ, নারী যাত্রী হয়রানি, খুন,ঘুষ,দুর্নীতি, গুমের বিরুদ্ধে সাধারণ মানুষদের অংশগ্রহণ থাকতো তবে এসবও এতোদিনে জাদুঘরে আশ্রয় নিতো,

এভাবে প্রতিটা অন্যায়ের বিরুদ্ধে প্রতিবাদ করেই তা কবরস্থ করে দেশকে বসবাসের জায়গা বানাতে হবে,

এবার যুদ্ধ হবে,দেশকে গড়ার যুদ্ধ।",1,1,0,0,0,0,0
21114,"রাস্টের টাকায় শেখ মুজিবের সন্তান নাতি পুতিদের নিরাপত্তার বিধান করেছেন শেখ হাসিনা ,তার সন্তানরা রাস্তায় বেরহয় আগে পিছে স্পেশাল পুলিশ পাহারায় ,জনগনের নিরাপত্তা দেয়ার চিন্তা করার সময় কি উনার আছে?হাসিনার খমতা টিকিয়ে রাখার দায়িত্বে নিয়োজিত সমস্ত প্রশাসন ।বিরুধী দলগুলিকে পিটানো মামলা ,গুম,ক্রসফায়ার ,স্তানীয় নির্বাচনে বিরুধী প্রার্থীর কর্মিদের বাড়ীতে গিয়ে হুমকি ধামকি ,এজেন্টেদের বাড়িতে গিয়ে ভয় ও হুমকি দেয়া ,ছাত্রলীগের ভোট ডাকাতিতে সহযোগিতা করা ইত্যাদি কাজে প্রশাসকে গুলামের মত ব্যাবহার করছেন ।অতএব প্রশাসন জনগনের নিরাপত্তার দায়িত্ব পালনের সময়টা কোথায় ? জনগনের চাকর যদি একটা পরিবারের গুলামে পরিনত হতে বাধ্য হয় ,তাহলে সেই জমিদার ফ্যামেলী থেকে মুক্তি পাওয়ার জন্য জনগন এবং প্রশাসন এক হয়ে রাজপথে নামতে হবে ।",1,1,0,0,0,0,0
21117,"ছাত্রলীগ যদি মানুষের বাচ্চা হতো তাহলে সাধারণ ছাত্রছাত্রীদের এই নৈতিক আন্দোলনে বাধা এবং ছাত্রছাত্রীদের মারধর করতোনা।কারণ এই আন্দোলন রাজনৈতিক নয় যে আওয়ামীলীগকে ক্ষমতা হারাতে হবে।এই আন্দোলন নৈতিক,যৌক্তিক ও দেশ জনগণের কল্যাণে দাবী আদায়ের আন্দোলন।এখানে ছাত্রলীগ চেতনার নেতামী দেখালে সব ছাত্র মিলে প্রতিটি ছাত্রলীগের সন্ত্রাসীদেরকে গোরস্থানে পাঠিয়ে দাও।দুই চারটা ছাত্রলীগের লাশ না পড়লে এদের বদমাশি চলতেই থাকবে।কারণ এরা মানুষ নয়,এরা ছাত্রলীগ নামক একধরণের জন্তু।",1,0,0,0,0,0,0
21120,"“মাদরাসা ছাত্ররা কেনো চলমান আন্দোলনে অংশ নিচ্ছে না""

দয়া করে সবখানে অপরিণামদর্শী আবেগ দেখায়েন না৷ নিরাপদ সড়ক এবং খুনী বাস চালকদের শাস্তির দাবীতে শিক্ষার্থীদের চলমান আন্দোলনে “মাদরাসা ছাত্ররা কেনো অংশ নিচ্ছে না"" এমন প্রশ্নে ফেবু গরম করতে চাইছেন অনেকে৷

কিন্তু তিক্ত বাস্তবতা হলো, এই আন্দোলনে বেশভূষায় মাদরাসার ছেলেদের অংশগ্রহণে ক্ষতি হতে পারে আন্দোলনের৷ আপনি বিনা ড্রেসে কর্মসূচিতে পার্টিসিপেট করতে পারবেন না৷ ওদিকে প্রতিবাদের উদ্যোক্তা শিক্ষার্থীরা সবাইকে অনুরোধ করেছে স্কুল/কলেজ ড্রেসে যাবার জন্য৷

পাঞ্জাবী টুপিতে আপনার দলবেঁধে প্রতিবাদে শামিল হওয়াটা সরকার, পুলিশ প্রশাসন স্বাভাবিকভাবে তো নিবেই না৷ উল্টো এই আন্দোলনকে জঙ্গীবাদী অভিহিত করতে পারে৷ বলতে পারে এটা জামায়াতী/হেফাজতি উস্কানির ফল৷
এই সরকারের চরিত্র যারা জানেন, এই কঠিন বাস্তবতা বুঝতে তাদের কষ্ট হবার কথা নয়৷

তখন আরো কঠিন এবং বৈরি চেহারায় আবির্ভূত হতে পারে পুলিশ বাহিনী৷ মিডিয়ায় ভিন্ন ধুঁয়া তুলতে পারে ভাড়াটে সুশীল সমাজ৷ ছাত্রদের পাশাপাশি অভিভাবক এবং তাদের সমর্থক তৃতীয় পক্ষও সংক্ষুব্ধ হতে পারে মাদরাসা শিক্ষার্থীদের উপর৷ হারিয়ে যেতে পারে যৌক্তিক, ন্যায্য অধিকারের এই আন্দোলন৷

মনে করতে পারেন, সর্বেশেষ কবে এভাবে হাজারো স্কুল শিক্ষার্থীকে ব্যাঘ্রহুংকারে নির্ভীকচিত্তে বুক টান করে পথে নামতে দেখেছেন? এই আন্দোলনকে সফলতায় পৌঁছতেই হবে৷ খুনির পক্ষে দাঁতকেলিয়ে পৈশাচিক বিভৎস হাসিমুখের কাউকে সমাজপতির কাতারে দেখতে চাই না৷ কিন্তু কোনো অপরিণামদর্শী আবেগী সিদ্ধান্তে যেনো শক্তিশালী আন্দোলনের ক্ষতি না হয়, সেটা লক্ষ রাখা সবার কর্তব্যের মধ্যে পড়ে৷

তারচেয়ে বরং কৌশলে যতোখানি সহায়তা সম্ভব সেটা করাই বেটার হবে৷ সামাজিক মাধ্যমে প্রচারেও কিন্তু ভূমিকা রাখা সম্ভব৷",0,1,0,0,0,0,0
21126,আমরা এই সড়ক দুর্ঘটনার বিচার চাই এবং বাংলাদেশ পরবর্তীতে যেন এই ঘটনা না ঘটে তার জন্য কঠিন পদক্ষেপ নিতে হবে বাংলাদেশ সরকারের এবং বাংলাদেশের প্রত্যেক ড্রাইভারি লাইসেন্স করতে হবে লাইসেন্স ছাড়া একটা গাড়ি চালাতে পারবে না এই পদক্ষেপ বাংলাদেশ সরকারের নিতে হবে আমাদের দাবি শুধু এইটাই,1,0,0,0,0,0,0
21140,গোড,0,1,0,0,0,0,0
21141,টিক,0,1,0,0,0,0,0
21157,"ইলিয়াস ভাইকে আমার তরফ থেকে অনেক অনেক ধন্যবাদ ,তবে আমি বলতে চাই যতদিন পর্যন্ত এই জানোয়ার বাচ্চা শাজাহানকে এই পদ থেকে না সরানো হবে ততদিন পর্যন্ত কোন লাভ হবে না তার কারন এই জানোয়ার বাচ্চা ভালো কিছুই করতে দিবে না , ওই এই অপমানের বদলা এক দিন নেবেই কারন ও মানুষের ঘরে পয়দা হয় নাই ।",1,0,0,1,0,0,0
21158,বস,0,0,0,1,0,0,0
21159,ভাইয়া আপনাকে ধন্যবাদ জানাই । সত্যের জয় একদিন হবেই। আমরা তোমার সাথে আছি,0,0,0,1,0,0,0
25387,কোটা আন্দোলন কি ছেলেদের দাবি ছিলো? যে মেয়েরা আন্দোলনে থাকবে না?,1,0,0,0,0,0,0
25388,এই ঢাবি -র পোলাপান কি বলদ তারা এতবড় কথার পরে চুপ আছে কি করে?,1,0,0,0,0,0,0
25389,হালারপুত আরেক মাদারটোষ্ট।,1,0,0,0,0,0,0
25390,এটা তো মনে হয় সরকার পালিত একটা কুকুর। যদি ও দেখতে মানুষের মত।,1,0,1,0,0,0,0
25391,এই বেটা কোটার শক্তিতে দারাইয়া আছে তাই কোটার বিরোদ্ধে কথা বলে ৷,1,0,0,0,0,0,0
25392,জ্ঞান পাপি হলে যা হয় বর কি....!!!,1,1,1,0,0,0,0
25393,সালায় ভিসি হইল কিভাবে সালার তো দারোয়ান হওয়ার যোগ্যতাই নাই,1,1,0,0,0,0,0
25394,এ ধরনের লোক কি ভাবে ভিসি হয় ??? বড় আফসোস !!!,1,1,0,0,0,1,0
25395,উল্টা পাল্টা বলে লাভ নাই একদিন সব কিছুর হিসাব দিতে হবে।,1,0,1,0,0,0,0
25396,বড় বড় ডিগ্রিধারী লোকেরা আজ ক্ষমতার মোহে অন্ধ হয়ে গেছে!,0,0,1,0,0,1,0
25397,উনি নিজেও কোটায় ভিসি হয়েছেন।,1,0,0,0,0,0,0
25398,আরে হারামি হাসিনার পা আর কতদিন চাঁটবি কুকুরের মত!,1,0,1,0,0,0,0
25399,"তাহলে তিনিও জঙ্গি ।,,,,,",1,1,1,0,0,0,0
25400,ছাগল???,1,1,0,0,0,0,0
25401,"আপনি এই কথা বলার আগে, কয় ঘন্টা বেহুশ ছিলেন ষার",1,0,0,0,0,0,0
25402,"ছাগল কখনো পাগল হয়না,, ছাগল",1,0,1,0,0,0,0
25403,আবাল ভিসি,1,1,0,0,0,0,0
25404,এরা শিক্ষক নামের কলঙ্ক,1,0,1,0,0,0,0
25405,নিশ্চিত মলাস্কা পর্বের,1,1,0,0,0,0,0
25406,চাটুকার,1,1,0,0,0,0,0
25407,"তুই একটা মাদার ফাকার, ব্লাডি, বাস্টার্ড",1,0,1,0,0,0,0
25408,কোন দেশে থাকি আমরা!!!,0,0,1,0,0,1,0
25409,চামচামি করতে করতে এগুলা গাধা হইয়া গেছে ।,1,0,1,0,0,0,0
25410,আপ‌নি কার পোষা পা‌খি ?,1,0,0,0,0,0,0
25411,কেমন করে সম্মান করবো,0,0,1,0,0,0,0
25412,মোটা মাথার কোটার ভিসি,1,1,0,0,0,0,0
25413,কোটা ধারি ভিসি,1,1,0,0,0,0,0
25414,সালা একটা ছাগল।,1,0,0,0,0,0,0
25415,গরু ছাগলে দেশ ভরে গেছে বালের ভিসি,1,1,0,0,0,0,0
25416,সালা বাহিন চোদ,1,0,0,0,0,0,0
25417,উনিও কোটায় নিয়োগ প্রাপ্ত,1,0,0,0,0,0,0
25418,বাহিনচোদ,1,0,0,0,0,0,0
25419,"ওনি একটু অসহনীয় মাত্রায় খেয়ে ফেলেছি ।
সূত্র: কাক্কু",1,1,0,0,0,0,0
25420,মানুষ কত নিচে নামলে এমন কথা বলতে পারে।,1,0,0,0,0,1,0
25421,মানুষের বাচ্চা না ।।।,1,0,0,0,0,0,0
25422,চামচামি করতে হলে কিছুটা হলেও ঘিলু থাকা দরকার।কিনতু --দের এটাও থাকে না।,1,0,0,0,0,0,0
25423,"খানকিপো ,, তুই কি আসলেই শিক্ষক। না শিক্ষক নামের কলংক",1,0,0,0,0,0,0
25424,আপনার মতো মহান ব্যাক্তিকে নিয়ে কোন কমান্ট করবনা।,0,1,1,0,0,0,0
25425,গাঞ্জার দাম মনে হয় কম। তাই তিনি বেশি কর খাইছে,1,1,0,0,0,0,0
25426,তই এখনো মানুষ হলি না!! পশুই থেকে গেলি!!,1,0,0,0,0,0,0
25427,বুইড়া খাটাশ।একটা পা কবরে গিয়ে আছে তবু চামচা কমল না।,1,0,0,0,0,0,0
25428,ঐ সালা ভিসির নাম্বার টা কেও দিতে পারবেন একটু ঠোকন নিতাম।,1,0,0,0,0,0,0
25429,উচ্চ ডিগ্রী সম্পন্ন বোদাই......,1,0,1,0,0,0,0
25430,খান‌কির পুত,1,0,0,0,0,0,0
25431,বিচি স্যারের বিচিত্র কথা।,1,1,0,0,0,0,0
25432,অশিক্ষিত লোকেরা উপাচার্য হয়েছে কি আর বলবে,1,0,0,0,0,0,0
25434,ছি: ছি:ছি:,1,0,0,0,0,0,0
25435,শালা কাউয়া,1,1,0,0,0,0,0
25436,ধন্যবাদ সাড় সসরি স্যা্র !!!!,0,1,0,0,0,0,0
25437,এরাই সূর্য্য সন্তান ।,0,1,0,0,0,0,0
25438,তুইতো.শালা.ভিসির. নামের.কলংক,1,0,1,0,0,0,0
25439,অাজব দেশে অাছি !!!,0,0,0,0,0,1,0
25440,শালা চামচা,1,0,0,0,0,0,0
25441,আচ্ছা এরা কিভাবে এসব পদ পায়??,1,0,0,0,0,1,0
25443,লোকটা পাগল হয়ে গেছে।।।।।,1,0,0,0,0,0,0
25444,স্যার আমি আপনার মারে চুদি তোর ভিসির চুদি শালা,1,0,1,0,0,0,0
25445,ওনি নিজেও জংগী লীগের সদস্য,1,0,0,0,0,0,0
25446,অপদার্থ ভিসি কোথাকার.....,1,0,1,0,0,0,0
25447,এটা কেমন কথা,0,0,0,0,0,1,0
25448,জাস্ট ফাউল !,1,0,0,0,0,0,0
25449,মাতাল।,1,0,0,0,0,0,0
25450,শালায় তো আসলেই কানা,1,0,1,0,0,0,0
25451,"বলদ,,,,",1,0,0,0,0,0,0
25453,জয় মাদার অফ এডুকেশন এর জয়,1,1,1,0,0,0,0
25454,কোটায় নিয়োগ তো তাই আর কি,0,1,0,0,0,0,0
25455,হাহাহাহাহাহাহাহাহাহা শিক্ষা নিয়ে আমার সংশয় আছে।,0,1,0,0,0,0,0
25456,হাসিনার ধমক খেয়ে উনি এরকম বলছে।,1,0,0,0,0,0,0
25457,তাঁর এই বক্তব্য নোংরা রাজনিতির উলঙ্ঘ চিত্র।,1,0,1,0,0,0,0
25458,তরে চুদি না খানকির পোলা। তুই সেখ হাসিনার অবৈধ সন্তান।,1,0,1,0,0,0,0
25460,চাকরি আর করমো না।সরকারি।,1,0,0,0,0,0,0
25461,আর হাজী সাহেবরা হাতুড়ি দিয়ে পিটায়!!!,1,1,0,0,0,0,0
25462,এদের মত শয়তান দের কারনে আজ আমদের দেশের এহাল,1,0,0,0,0,1,0
25463,পশুর মত কথা বলে,1,0,1,0,0,0,0
25464,মাদারের বাচ্চা,1,0,1,0,0,0,0
25465,ক্লাউন,1,1,0,0,0,0,0
25466,আবাল!!!,1,1,0,0,0,0,0
25467,বলদ একখানা,1,1,0,0,0,0,0
25468,এত বড় বলদ ঢাবির ভিসি,1,0,0,0,0,0,0
25469,"এ বেটা মানসিক রুগি,অসুস্থ বিকারগ্রস্ত",1,1,0,0,0,0,0
25470,ঢাবির ভিসি একটা জানোয়ারের বাচ্চা।,1,0,1,0,0,0,0
25471,তোর মুখে কুকুরে পসাব করবে,1,0,1,0,0,0,0
25472,ছাগল তো ম্যা ম্যা করবেই।,1,1,1,0,0,0,0
25473,আগে জানতাম শিক্ষক আদর্শবান হয়। আপনার কথায় মনে হল পা চাটা..!,1,0,1,0,0,0,0
25474,মাদারচোদ ভিসি একটা। সরকারের চাইমচা।,1,0,1,0,0,0,0
25475,"কি মজা, তুমি হইলা জংগীদের মাষ্টার।",1,1,0,0,0,0,0
25476,ওমনি জঙ্গি হয়ে গেলো তারা।,1,0,0,0,0,0,0
25477,হা তু রী ব্যবহার হচ্ছে যে ?,1,0,0,0,0,0,0
25478,লুচ্চা,1,0,1,0,0,0,0
25479,শালা পাঠা।,1,0,1,0,0,0,0
25480,এই বেশ্যার পুত বলে কিরে ।,1,0,1,0,0,0,0
25481,হা বেটা তাই মনে হবে,1,0,0,0,0,0,0
25482,হাতুরি লিগের উপাচার্য হওয়ার জন্য এমন এই দু একটা প্রলাম ই যছেষ্ট,1,1,0,0,0,0,0
25483,কেয়ামত খুব নিকটে,0,0,0,0,0,1,0
25484,শুয়োর নাকি??,1,0,0,0,0,0,0
25485,"দুর্জন, জ্ঞানী হইলে ও পরিত্যাজ্য """,1,0,1,0,0,0,0
25486,আমাকেও আজ অর্থমন্ত্রীর ভাষায় বলতে হচ্ছে 'টোটাল রাবিশ'।,1,0,0,0,0,0,0
25487,এরকম বলার যোগ্যতা অর্জন করতে পেরেছে বলেই ভিসি হতে পেরেছেন।,1,0,0,0,0,0,0
25488,ওনাকে পাবনা পাঠানো উচিৎ ওনার চিকিৎসা দরকার,1,0,0,0,0,0,0
25489,ভাল ছেলে বলে আজ গালিটা দিতে পারলামনা । নইতো....,1,1,0,0,0,0,0
25490,তবে প্রধানমন্ত্রী কি জংগিদের দাবি মেনে নিলো?,1,0,0,0,0,0,0
25491,"বাংলাদেশ, বাঙ্গালি জাতির ভবিষ্যত= আমবষ্যা",1,0,0,0,0,0,0
25492,জ্ঞানপাপী!,1,0,0,0,0,0,0
25493,শালা কুওার বাচ্ছা,1,0,1,0,0,0,0
25494,কিন্তু ছাত্রলীগও তো বলেছিল এটা তাদেরও দাবি তাহলে ছাত্রলীগ ও জেএমবি???,1,0,0,0,0,0,0
25495,এই তো আর এক পাগল,1,0,0,0,0,0,0
25496,কুকুরের বাচ্চা।,1,0,1,0,0,0,0
25497,এই সব সুবিধাভোগী শিক্ষকদের কাছ থেকে এর চেয়ে ভাল আর কি আশা করা যায়,1,0,0,0,0,0,0
25498,হায়রে সুসিল সামাজ।আল্লাহ তুমি এদের হেদায়েত দান করো।,1,0,0,0,0,1,0
25499,"লজ্জা লাগে তোর সময় আমি একজন ঢাবিয়ান,,, সালা পা চাটা।",1,0,1,0,0,0,0
25500,অবান্তর...,1,0,0,0,0,0,0
25501,"বিএনপি ক্ষমতা আসলে, উনি আবার উল্টে যাবেন",1,0,0,0,0,0,0
25502,"এটা একটা বড় রামছাগল,থুথু মারতে ইচ্ছা করছে।",1,0,1,0,0,0,0
25503,"মালে কয় কি, মাথায় গ্যাস্টিক আছে নাকি",1,0,0,0,0,0,0
25504,রাস্তার কুকুর ভিসি হলে যা হয়!,1,0,1,0,0,0,0
25505,উনি কি ছাগল হয়ে গেল?,1,0,0,0,0,0,0
25506,ভি.সি সাহেব কি কোটায় নিয়োগ পেয়েছেন?,1,0,0,0,0,0,0
25507,আমি আর কোন ভাষায় কি বলতাম?,1,0,0,0,0,0,0
25508,"বাহ বাহ ভালতো পক্ষে আসলে বৈধ, না আসলে জামাত শিবিরের বাচ্ছা ।",1,0,0,0,0,0,0
25509,"মেরুদণ্ড নেই 
আমরা সেটা বুঝি,
বুঝিয়ে বলার কি আছে",1,0,0,0,0,0,0
25510,"বিশ্ব বিদ্যালয় মেনে নিবেনা ,চামচামি কম র ।",1,0,0,0,0,0,0
25511,আরে এর পরেও লজ্জা হয় না।,1,0,1,0,0,0,0
25512,ঐ একটা বিয়াদব,1,0,0,0,0,0,0
25513,অযোগ্য লোকদের ভিসি পদে নিয়োগ দিলে যা হয় আর কি।,1,0,0,0,0,0,0
25514,তর মতশয়তান যেখানে আছে ঐই খানে আর শুয়ারের দরকার হবেনা,1,0,1,0,0,0,0
25515,গাধা গুলো আসে কোথা থেকে। মাদারচুদ ভিসি।,1,1,1,0,0,0,0
25516,প্রকৃত পক্ষে ঢাবির ভিসি জানেন না জঙ্গী কাকে বলে?,1,0,0,0,0,0,0
25517,সালা জানোয়ার!!!,1,0,1,0,0,0,0
25518,কোটায় ভিসি হইলে যা হয় আরকি...,1,0,0,0,0,0,0
25519,"আমার মনে হয়,এআসল বাবার সন্তান নহে।",1,0,0,0,0,0,0
25520,এরকম গাঁজাখোরি ভিসি দিয়ে ঢাকা বিশ্ববিদ্যালয় বেশি দিন চলতে পারে না।,1,0,1,0,0,0,0
25521,পাগলের গন্ধ পাচ্ছি,1,0,0,0,0,0,0
25522,আওয়ামীলীগের পা চাটা কুকুর,1,0,1,0,0,0,0
